id,title,Rating,maincateg,platform,actprice1,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1
11020,Stylish Latest and Casual Boots For Women  (Tan),4.2,,Flipkart,999,131,21,74,34,9,6,,0
20380,Men Multicolor Sandal,3.9,Men,Flipkart,998,53,10,29,5,9,6,,1
3868,Derby For Men  (Brown),4,Men,Flipkart,3799,66,13,28,23,8,2,5,1
8365,"Airsocks-12 Men's Flyknit Socks Sneakers,Ultra-lightweight, Breathable, Walking, Running, Casual Athleisure Knitted Sock Shoes Walking Shoes For Men  (Grey, Maroon)",4.1,Men,Flipkart,1499,23891,3779,12411,5783,2718,1049,1930,1
17476,Jutis For Women  (Multicolor),3.8,Women,Flipkart,999,346,53,166,65,47,25,43,0
11208,Loafers For Women  (Yellow),4,Women,Flipkart,999,1697,263,804,401,253,103,136,1
3037,Jutis For Women  (Multicolor),4.1,Women,Flipkart,599,85,11,43,22,12,3,6,0
8940,SYTHETIC Leather Punjabi Jutti Black Mojaris For Men  (Black),3.9,Men,Flipkart,999,19,1,10,4,1,1,3,0
2491,Men Multicolor Sandal,4.1,Men,Flipkart,998,195,28,106,39,28,14,8,0
2404,Stylish & Comfortable Mesh Shoes With Lace and AirMix Sole for Gyming/ Sports/ Casual/ Sneakers/ Walking/ Training Casuals For Men  (Yellow),4,Men,Flipkart,1599,34,7,21,4,3,1,5,1
20204,"Ruhi-04-BGreenGreen Running Shoes For Women  (Green, Blue)",4,Women,Flipkart,599,4416,670,2111,1185,589,190,341,1
11037,Derby For Men  (Black),4.3,Men,Flipkart,4299,168,35,93,43,21,3,8,0
3814,W Flex Experience Rn 7 Training & Gym Shoes For Women  (Black),4.3,Women,Flipkart,5295,1122,113,683,253,74,31,81,1
6838,Men Khaki Casual Sandal,4.2,Men,Flipkart,3195,1153,162,665,276,93,40,79,1
4456,100% Comfort Extra soft Slippers for Women Flip Flops,4,Women,Flipkart,309,1930,258,964,424,267,121,154,1
4646,11031 Loafers For Women  (Blue),3.8,Women,Flipkart,999,319,32,153,52,54,25,35,1
15179,Boots For Men  (Tan),4.2,Men,Flipkart,2699,71,9,38,20,8,2,3,1
18208,Jutis For Women  (Multicolor),3.9,Women,Flipkart,499,226,34,104,58,30,10,24,0
10478,Office Shoes Slip On For Men  (Tan),3.9,Men,Flipkart,999,1330,213,659,255,187,96,133,1
17102,DURAMO LITE 2.0 Running Shoes For Women  (White),4,Women,Flipkart,4799,76,8,41,17,3,7,8,1
20097,Oxford Office wear Shoes Oxford For Men  (Black),3.9,Men,Flipkart,699,480,67,218,112,79,25,46,1
18990,Bellies For Women  (Burgundy),4.3,Women,Flipkart,1299,6,1,4,0,2,0,0,1
18569,"Ladies Inner High Heel Sports Leisure Lace Running Shoes,Super Soft and comfortable Sneakers Running Shoes For Women  (White)",4.4,Women,Flipkart,1599,1568,303,1072,285,109,32,70,1
11445,For Men  (Black),3.5,Men,Flipkart,699,49,2,18,10,7,5,9,0
20948,Fashion Outdoor Canvas Casual Light Weight Partywear Sneakers Shoes For Men's And Boys Sneakers Casuals For Men  Sneakers For Men  (White),3.8,Men,Flipkart,999,778,119,,133,90,59,110,1
16346,High Heel Canvas Sneakers Casuals For Women  (Grey),4.7,Women,Flipkart,999,3,0,2,1,0,0,0,1
12943,"Combo pack of 2 casual, loafer and sneaker shoes for men Loafers For Men  (Multicolor)",3.8,Men,Flipkart,998,375,40,200,47,51,24,53,1
18835,Women Black Heels Sandal,3.7,Women,Flipkart,999,737,112,312,155,113,46,105,1
1589,"Comfortable&Durable Walking Shoes For Women  (Black, Navy)",,Women,Flipkart,999,79,6,35,13,9,9,13,1
13127,Combo of 2 Sneakers For Men  (Multicolor),4,Men,Flipkart,999,2786,287,1566,399,332,164,325,1
11731,M K Footwear 702_Blue Sneakers For Men  (Blue),3.8,Men,Flipkart,999,99,11,46,18,16,5,14,0
937,Running Shoes For Men  (White),3.7,Men,Flipkart,2915,6,0,5,2,2,2,1,1
7788,GEL-VENTURE 8 Running Shoes For Men  (Green),4.5,Men,Flipkart,4999,536,103,378,87,34,13,24,1
8664,Slippers,3.8,Women,Flipkart,499,165,23,71,41,22,14,17,0
8067,Women Pink Heels Sandal,4,Women,Flipkart,799,153,15,75,36,16,13,13,0
1779,Running Shoes For Women  (Blue),4.3,Women,Flipkart,999,5646,828,3019,1729,529,151,218,1
9520,Officewear Style Look Slip On For Men  (Black),3.9,Men,Flipkart,999,16,1,5,6,3,2,0,0
6943,Bellies For Women  (White),4.3,Women,Flipkart,1499,506,79,318,100,44,13,31,1
13212,Women Blue Heels Sandal,4.2,Women,Flipkart,999,6820,1057,3928,1360,736,297,499,1
8456,YOU - REVERE Walking Shoes For Women  (Black),4.5,Women,Flipkart,5299,117,18,84,19,8,2,4,1
14297,"Jutis For Women  (Gold, Black)",4,Women,Flipkart,499,2663,366,1455,427,317,178,286,0
9677,Men Brown Sandal,4,Men,Flipkart,999,1804,209,891,373,270,115,155,1
19908,GO RUN RIDE 8 Running Shoes For Women  (Black),3.8,Women,Flipkart,8999,5,0,2,2,0,0,1,1
11764,"Men Navy, Blue Sandal",4.2,Men,Flipkart,699,11915,1616,6455,3171,1261,397,631,1
13543,office shoes for men Slip On For Men  (Black),3.9,Men,Flipkart,999,78,12,37,16,12,7,6,0
15722,Mocassin For Men  (Black),4.1,Men,Flipkart,999,3466,420,1808,828,434,158,238,1
1989,Kolhapuris For Men Jutis For Men  (Black),3.8,Men,Flipkart,599,209,22,105,37,19,18,30,0
11105,Mojari For Men Jutis For Men  (White),3.2,Men,Flipkart,999,75,8,21,16,12,8,18,0
13906,Perfect Stylish Girls High Ankle Boots For Women  (Pink),4.2,Women,Flipkart,999,693,107,427,116,72,20,58,1
20739,For Men  (Black),3.9,Men,Flipkart,499,1461,263,664,329,211,101,156,0
8778,m13 Running Shoes For Men  (Black),3.8,Men,Flipkart,2999,66,10,27,16,11,4,8,0
6720,Acupressure Product Spring Acupressure & Magnetic Therapy Yoga Paduka Slippers For Full Body Blood Circulation Slides,3.6,Men,Flipkart,1299,366,48,159,61,57,23,66,1
15000,Jutis For Men  (Black),3.7,Men,Flipkart,499,48,5,20,12,6,2,8,0
2021,Women Pink Sports Sandal,,Women,Flipkart,3995,5,1,,2,0,0,1,0
14950,Slip On For Men  (Black),4.4,Men,Flipkart,2999,7,0,5,1,0,1,0,1
16974,Traditional Juti Jutis For Women  (Brown),3.6,Women,Flipkart,599,49,1,24,7,3,5,10,0
9174,Comfortable Stylish Latest Design Walking Shoes For Women  (White),4.1,Women,Flipkart,999,1948,303,1047,420,227,103,151,1
10376,Boots Shoe For Women  (Pink),3.5,Women,Flipkart,999,12,2,6,1,1,1,3,0
16875,"Women Girl's Fashion Printed Comfortable Soft Slip On Winter Bellies For Women  (Black, Brown, Tan)",4.2,Women,Flipkart,559,290,47,157,69,35,14,15,1
20791,Women Copper Heels Sandal,4.5,Women,Flipkart,999,96,9,68,16,6,3,3,1
1495,"RODEO-2 Running Shoes For Men  (Blue, Orange)",4.2,Men,Flipkart,999,5386,899,2895,1345,595,193,358,1
14807,Men Navy Casual Sandal,3.9,Men,Flipkart,599,2012,305,931,477,265,110,229,1
17196,Smart Buckle Boots For Women  (Brown),4.3,Women,Flipkart,1299,553,74,338,117,48,11,39,0
3126,"349 New pilate bk red 8 Lace Up For Men  (Black, Red)",4,Men,Flipkart,499,1408,165,839,167,139,87,176,1
224,Jutis For Women  (Blue),3.9,Women,Flipkart,455,2598,367,534,540,210,186,468,0
4431,Synthetic Leather Black Formal Office Shoes Slip On For Men  (Black) Slip On For Men  (Black),3.6,Men,Flipkart,999,31,4,16,4,2,2,7,0
17635,Jutis For Women  (Multicolor),3.8,Women,Flipkart,499,656,83,317,112,91,50,86,0
10562,Bellies For Women  (Black),3.6,Women,Flipkart,999,11,3,5,3,0,0,3,0
18993,SUNSHINE Running Shoes For Women  (Blue),4.2,Women,Flipkart,1799,1133,162,690,237,78,40,88,1
16661,Women Beige Wedges Sandal,4.1,Women,Flipkart,999,77,17,39,16,13,6,3,1
8248,Jutis For Men  (Black),4,Men,Flipkart,499,441,40,232,86,50,21,52,0
13296,Women White Bellies Sandal,4.1,Women,Flipkart,899,167,30,85,46,19,10,7,1
14649,Women Black Sports Sandal,4,Women,Flipkart,2799,300,38,146,73,35,15,31,1
5229,Lace Up For Men  (Black),4.2,Men,Flipkart,5499,256,39,133,77,19,8,19,1
870,Women Black Heels Sandal,4.3,Women,Flipkart,633,342,49,176,102,38,8,18,1
8417,Leather Casual Stylish Look Boots Shoes    Boots For Women  (Black),3.7,Women,Flipkart,999,44,7,16,12,6,5,5,0
18408,"Women Black, Pink Sports Sandal",4.3,Women,Flipkart,699,103,16,61,27,9,1,5,1
10985,Amazon Brand - House & Shields Men's Canvas Sneakers,4.1,Men,Amazon,399,50,27,9,3,9,24,55,0
14380,Men Blue Sports Sandal,4.3,Men,Flipkart,2799,63,7,38,15,6,1,3,1
1533,Running Shoes For Men  (White),4,Men,Flipkart,1599,2549,368,1383,434,317,160,255,1
17366,Defy Mid Core Wns Training & Gym Shoes For Women  (Pink),4.4,Women,Flipkart,6999,137,23,93,21,12,1,10,1
4062,Mojaris For Women  (Black),3.8,Women,Flipkart,1999,5,2,3,0,0,2,0,0
11915,For Women  (Beige),3.9,Women,Flipkart,1299,54,3,26,13,4,4,7,0
12151,Running Shoes For Men Running Shoes For Men  (Red),3.8,Men,Flipkart,1299,13339,1590,6516,2488,1833,820,1682,1
10307,Women Green Bellies Sandal,3.8,Women,Flipkart,999,187,25,78,51,25,16,17,1
15813,Women Off White Heels Sandal,4.2,Women,Flipkart,999,2150,320,1297,405,193,83,172,1
2557,Women Gold Heels Sandal,4.1,Women,Flipkart,999,128,13,68,23,19,13,5,0
10761,Men's Faux Leather Height Increasing Moccasins Formal Slip-On White Color Shoes Slip On For Men  (White),,Men,Flipkart,2999,280,43,,60,36,21,,1
11718,Red & Blue Color Casual Men's Flip Flop (Pack of 2) Slippers,3.9,Men,Flipkart,998,600,78,309,116,74,35,66,0
16459,Women Gold Wedges Sandal,3.9,Women,Flipkart,499,1143,194,528,269,163,81,102,0
15032,Walking Shoes For Women  (Navy),4.4,Women,Flipkart,3295,376,51,240,92,19,4,21,1
5471,"Women Black, Beige Wedges Sandal",4,Women,Flipkart,999,289,52,147,60,42,16,24,0
19998,JOLT 2 Training & Gym Shoes For Women  (Blue),4.4,Women,Flipkart,3999,193,27,129,37,11,10,6,1
18633,Bellies For Women  (Black),3.7,Women,Flipkart,499,94,10,47,12,8,10,17,0
16221,Women Black Heels Sandal,3.8,Women,Flipkart,999,178,23,79,36,31,13,19,0
9290,Gliders (from Liberty),4.3,Women,Amazon,499,306,152,4,4,11,24,57,1
10743,Running Shoes For Men  (Blue),4,Men,Flipkart,999,54,2,27,11,8,3,5,1
5266,Downshifter 10 Running Shoes For Men  (Blue),4.3,Men,Flipkart,3995,975,144,608,215,59,29,64,1
14926,Women Black Flats Sandal,4,Women,Flipkart,499,2188,340,1086,474,307,110,211,1
13230,Women Green Heels Sandal,,Women,Flipkart,999,1280,135,574,290,172,94,,0
15913,Women Silver Wedges Sandal,3.7,Women,Flipkart,499,605,57,264,109,89,52,91,0
9147,FORMAL SHOES Lace Up For Men For Men  (Brown),,Men,Flipkart,999,963,122,513,190,131,59,,1
9818,Men Olive Casual Sandal,4.2,Men,Flipkart,799,8534,1258,4440,2343,913,293,545,1
14995,Women Brown Flats Sandal,4.7,Women,Flipkart,2895,10,2,8,1,1,0,0,1
6422,Jutis For Women (Pink) Casuals For Women  (Pink),4,Women,Flipkart,499,53,7,29,9,6,4,5,0
15945,Skechers Women's Skech-air Stratus-Wind Breeze Sneakers,4.3,Women,Amazon,6499,102,37,7,5,3,17,67,1
17358,Bellies For Women  (Pink),3.5,Women,Flipkart,499,4,0,1,0,3,0,0,0
6020,Perfect Stylish Girls Casual Shoes Sneakers Sneakers For Women  (Grey),,Women,Flipkart,999,3717,562,2160,730,380,159,,1
9120,Slippers,4.4,Women,Flipkart,1199,91,16,55,23,10,3,2,1
13362,DRAGON Running Shoes For Men  (Navy),4.1,Men,Flipkart,2499,5181,750,2949,1005,433,221,573,1
7543,Women Yellow Wedges Sandal,3.7,Women,Flipkart,1899,33,5,15,7,4,2,5,0
13076,UA W Charged Impulse Running Shoes For Women  (Pink),3.6,Women,Flipkart,7999,8,3,4,1,1,0,2,1
10332,Women Pink Heels Sandal,4.2,Women,Flipkart,999,666,123,403,128,63,22,52,1
1861,Jalsa Nagra Jutti Mojaris Pathani Ethnic Jutis For Men  (Brown),3.7,Men,Flipkart,499,194,17,87,33,36,12,26,0
14118,Flip Flops,4.1,Women,Flipkart,998,1119,173,607,247,124,53,88,1
12920,WOMEN BOOT Boots For Women  (Black),4.1,Women,Flipkart,999,623,108,365,93,66,33,66,0
17466,Jutis For Women  (Multicolor),4.1,Women,Flipkart,499,541,74,291,111,67,20,52,1
13515,Lightweight Gymwear Sport Running Shoes For Men Walking Shoes For Men  (Black),3.8,Men,Flipkart,999,14236,1424,7264,1930,1692,1205,2145,1
8717,Lace Up For Men  (Brown),4.1,Men,Flipkart,2599,3212,361,1725,801,308,107,271,1
20453,"Running, Jimming, Walking,Sports Casual Shoes Running Shoes For Men  (Tan)",4,Men,Flipkart,999,150,12,75,29,24,12,10,0
3021,Thread Embroidery Foam Sitara Work Jutti Jutis For Women  (Navy),4.2,Women,Flipkart,499,6,0,4,1,0,0,1,0
16358,Men Black Sandal,4,Men,Flipkart,999,410,51,213,85,55,30,27,0
601,"Sports shoes,Running,partywear,gym shoes Casuals For Men  (Green)",3.9,Men,Flipkart,1095,787,82,450,142,5,90,49,0
5659,Bellies For Women  (Multicolor),4.2,Women,Flipkart,550,297,40,161,73,30,20,13,1
3214,Women Black Heels Sandal,4,Women,Flipkart,999,549,77,265,125,72,30,51,1
14901,Women Bedroom Slippers Girls Flip Flops Flip Flops,3.5,Women,Flipkart,599,90,13,43,9,11,6,21,0
5559,Women Tan Flats Sandal,3.9,Women,Flipkart,999,126,23,59,29,18,13,8,1
4572,Women Black Wedges Sandal,4,Women,Flipkart,999,309,41,149,74,41,14,31,1
2866,Slippers,3.7,Men,Flipkart,499,1043,137,492,165,150,85,151,1
16079,"Women SL-124 Grey Pink Running Shoes For Women  (Pink, Grey)",4.3,Women,Flipkart,999,17117,2296,9662,5025,1421,366,643,1
4661,"Lace Up For Men  (Brown, Black)",4.2,Men,Flipkart,999,144,17,84,30,12,9,9,1
5125,Men Black Clogs Sandal,2.9,Men,Flipkart,499,697,106,200,87,110,76,224,0
2762,Synthetic Leather Casual Sneaker shoes for Women/girls Sneakers For Women  (Pink),4.2,Women,Flipkart,999,13189,1634,7319,2950,1455,563,902,1
6515,Slides,4.3,Women,Flipkart,499,259,33,159,51,25,7,17,0
12736,"Walking shoes,Casual Sneakers For Men  (Green)",4.1,Men,Flipkart,999,841,124,503,137,92,38,71,1
10483,VJ693 Bellies For Women  (Black),4.7,Women,Flipkart,1499,3,0,2,1,0,0,0,0
15443,Women Black Wedges Sandal,3.8,Women,Flipkart,599,11296,1679,5154,2198,1647,857,1447,1
13449,Men Multicolor Flats Sandal,3.9,Men,Flipkart,1497,5937,788,3022,1011,773,432,699,1
2577,Men Tan Casual Sandal,4.2,Men,Flipkart,699,44280,6231,23805,11464,4694,1610,2707,1
18251,Jutis For Women  (Multicolor),4.2,Women,Flipkart,499,60,10,34,15,5,2,4,0
5512,ELITE FLEX Flip Flops,4.2,Men,Flipkart,2999,5,1,4,0,0,0,1,1
18184,"Latest Stylish Design-Modern Look Casual Moccasins for Women's & Girl's Latest | Fashionable Slip on Loafer, Office-Home Comfort Wear & Lightweight Loafers For Women  (Green)",4.2,Women,Flipkart,999,1191,192,624,339,134,30,64,1
17022,Slides,4.1,Men,Flipkart,699,24,2,15,3,2,1,3,0
7408,Backcourt SL Sneakers For Men  (Black),4.4,Men,Flipkart,5999,60,11,42,10,2,2,4,1
11195,Bellies For Women  (Blue),3.9,Women,Flipkart,999,230,30,125,30,24,18,31,0
7798,Mojaris For Women  (Multicolor),3.7,Women,Flipkart,999,128,16,49,38,15,8,18,0
14413,Running Shoes For Men  (Black),4.2,Men,Flipkart,2099,2249,369,1154,661,253,77,104,1
18543,Men's Black Ethnic Punjabi Pointed Mojari Mojaris For Men  (Black),,,Flipkart,999,35,4,21,5,3,2,4,0
8973,leather flexible /office shoe/party shoe Lace Up For Men  (Brown),3.7,Men,Flipkart,1900,10,3,3,4,1,1,1,0
14726,"Blue Gold Party wear punjabi Jutis For Women  (Navy, Gold)",4.2,Women,Flipkart,599,520,77,315,93,55,22,35,0
13668,Combo Pack of 2 Casual Shoes Casuals For Men  (Multicolor),3.7,Men,Flipkart,999,2617,312,1254,365,365,227,406,1
15631,Womens Casual comfort stylish trending combo slippers (Pack of 6) Flip Flops,3.9,Women,Flipkart,699,10766,1447,5203,2196,1586,739,1042,0
1417,Force Knit IDP Running Shoes For Men  (Black),4.6,Men,Flipkart,4799,51,4,40,8,1,0,2,1
14360,Boots For Women  (Black),4.3,Women,Flipkart,999,2347,390,1529,376,188,85,169,0
15657,Women Off White Bellies Sandal,4.3,Women,Flipkart,999,18,4,12,1,4,0,1,0
11428,Agile t1 NM Wn s IDP Walking Shoes For Women  (Green),4,Women,Flipkart,3999,118,16,47,43,11,10,7,1
12915,Exclusive Hip Hop Dancing Boots Sneakers High Tops For Men  (Maroon),4,Men,Flipkart,999,6212,654,3694,804,594,327,793,0
10781,Training & Gym Shoes For Men  (Black),3.6,Men,Flipkart,999,887,64,468,86,68,77,188,0
16938,Women Grey Flats Sandal,3.9,Women,Flipkart,999,545,53,241,138,86,36,46,1
14497,Go Walk Lite Floret Walking Shoes For Women  (Blue),4.4,Women,Flipkart,4999,392,57,262,82,23,9,16,1
10410,Slip On For Men  (Black),3.7,Men,Flipkart,2299,2014,264,754,552,300,124,284,1
8210,Frio Black Color Casual for Men's Flip Flops,3.5,Men,Flipkart,1299,2578,315,1121,365,349,262,481,1
16391,Women Brown Heels Sandal,3.8,Women,Flipkart,499,1145,204,562,204,145,82,151,0
10635,Women Silver Flats Sandal,4.1,Women,Flipkart,699,10878,1515,5884,2491,1330,506,667,1
11984,"Women Blue, Red Sports Sandal",4.1,Women,Flipkart,899,594,72,298,170,73,23,30,0
11768,Royal Look Party Wear Shoes For Men ll Casual Shoes For Men ll Latest Patent Leather Boots for Men Boots For Men  (Black),4.2,Men,Flipkart,1299,2249,324,1466,343,158,100,182,1
10128,Bellies For Women  (Black),4.1,Women,Flipkart,1599,123,18,62,30,16,6,9,1
5248,Slides,4.2,Women,Flipkart,499,561,85,324,116,52,30,43,0
17386,"Ultra-lightweight, Breathable, Walking Walking Shoes For Women  (Pink)",,Women,Flipkart,999,137,14,59,31,11,11,,0
9322,Lace Up For Men  (Brown),4.1,Men,Flipkart,2330,51,6,28,14,1,4,4,1
4372,Women Gold Flats Sandal,4.1,Women,Flipkart,699,10877,1501,5884,2492,1328,506,667,1
1203,Juti For Men Jutis For Men  (Olive),3.9,Men,Flipkart,999,95,9,55,10,12,5,13,0
17749,New Stylish Shoes Running Shoes For Men  (Red),4,Men,Flipkart,499,3711,449,2098,566,415,214,418,0
14161,"Combo Pack of 2 Latest Collection Stylish Casual Loafer Sneakers Shoes For Men Sneakers For Men  (Blue, Red, Black)",4,Men,Flipkart,998,6557,865,3570,1057,792,406,732,1
1584,Lace Up For Men  (Brown),4.1,Men,Flipkart,999,14545,2093,7678,3197,1737,720,1213,1
5954,Asian Women's Running Shoes,4.1,Women,Amazon,599,132,61,9,4,8,30,49,1
12217,Men Brown Sports Sandal,3.9,Men,Flipkart,399,269,54,125,67,37,18,22,1
3531,"Combo Pack of 2 Casual Shoes (Loafers Shoes) Slip On Sneakers For Men  (Navy, Blue)",3.8,Men,Flipkart,998,46351,5720,22793,8073,6684,3200,5601,1
16022,Men Brown Sports Sandal,4.5,Men,Flipkart,2999,28,1,19,7,0,0,2,1
9920,"Running Shoes For Men  (Silver, Black)",,Men,Flipkart,699,289930,45444,151173,74027,34974,11700,,1
7151,ALICE Running Shoes For Women  (Blue),4.4,Women,Flipkart,1299,377,51,253,77,17,9,21,0
15096,ORIFWSH(OR)-1077 Sneakers For Men  (Red),4,Men,Flipkart,499,16414,1701,9910,2033,1640,955,1876,1
10731,Imported Dancing shoes Casuals For Men  (Black),3.9,Men,Flipkart,999,8426,1104,4789,1115,910,514,1098,1
1671,Men Brown Sandal,4,Men,Flipkart,999,2380,350,1296,440,268,150,226,0
7975,SFG-2080 Slippers,4.1,Men,Flipkart,574,3904,526,2131,899,444,165,,1
3374,Sneakers For Men  (Grey),3.8,Men,Flipkart,499,7586,824,3941,1083,927,627,1008,1
20089,Women Brown Flats Sandal,4.7,Women,Flipkart,2895,10,2,8,1,1,0,0,1
15046,SL204 BlackWhite FlipFlops For BOYS Slides,3.8,Men,Flipkart,499,348,42,178,49,38,29,54,1
8375,FLEX-O-ASTRO Training & Gym Shoes For Men  (Black),4.1,Men,Flipkart,3999,96,15,53,25,7,1,10,1
18434,Boots For Men  (Black),3.9,Men,Flipkart,1999,74,8,37,16,10,2,9,1
12944,Ladies Red Designer Punjabi Jutti Ethnic Mojari Handmade Boutique Juti Party Wear For Women  (Red),4.2,Women,Flipkart,2199,6,1,4,1,0,0,1,0
18201,casual for men (blue 06) Sneakers For Men  (Blue),3.9,Men,Flipkart,999,1293,165,663,223,146,89,172,1
14654,Latest Casual and Stylish Boots For Women  (Blue),4.2,Women,Flipkart,999,1204,189,665,293,131,44,73,1
8846,Men Glossy Juttis/Mojaris Mojaris For Men  (White),4.1,Men,Flipkart,850,507,49,311,63,48,35,50,0
19426,WoudLand By Zixer Imported Synthetic Formal and Party shoes For Men Slip On For Men  (Black),4,Men,Flipkart,999,189,32,94,48,19,16,12,1
3002,Women Blue Flats Sandal,4.4,Women,Flipkart,699,186,26,117,50,10,2,7,1
16898,Men's Smiley Flip Flop Slides,4.1,Men,Flipkart,849,6225,740,3498,1225,656,301,545,0
12381,Exclusive Hip Hop Dancing Boots Sneakers High Tops Dancing Shoes For Men  (Green),4,Men,Flipkart,999,6213,654,3695,804,594,327,793,0
5403,Women Beige Flats Sandal,3.8,Women,Flipkart,549,3997,512,1794,828,601,304,463,1
10636,"Combo pack of 2 casual, loafer and sneaker shoes for men Loafers For Men  (Multicolor)",,Men,Flipkart,998,115,14,,19,11,15,,1
17657,For Women  (Black),4.2,Women,Flipkart,999,338,70,194,77,34,7,27,0
5906,Women White Phulkari Punjabi Jutti Ethnic Mojari Handmade Jutti Jutis For Women  (Multicolor),4,Women,Flipkart,1395,39,4,23,8,2,2,6,0
20124,Casual shoes Sneakers For Men  (White),3.9,Men,Flipkart,999,6245,854,3171,1111,810,414,739,1
5467,Bellies For Women  (Blue),4.1,Women,Flipkart,499,192,26,95,55,19,10,11,1
15521,Women Black Flats Sandal,4,Women,Flipkart,899,4884,715,2511,1007,655,264,447,1
69,Women Beige Heels Sandal,4.1,Women,Flipkart,1156,791,149,220,170,64,17,84,0
20890,Mercedes Wired CMEVA Run Sneakers For Men  (White),4.4,Men,Flipkart,5999,114,14,80,15,9,3,7,1
10868,Combo Pack of 2 Latest Collection Stylish Casual Shoes Bellies For Women  (Multicolor),3.8,Women,Flipkart,998,985,128,460,190,144,76,,1
583,Slip On For Men  (Black),4.3,Men,Flipkart,881,12,1,6,2,5,1,1,0
10035,Lace Up For Women  (Tan),4.7,Women,Flipkart,999,3,1,2,1,0,0,0,0
11101,Synthetic Leather Boots for Men Boots For Men  (Black),4.1,Men,Flipkart,1299,458,63,277,63,57,22,39,1
428,Women Neutral Heels Sandal,3.9,Women,Flipkart,1173,756,123,566,148,110,70,74,1
5356,Slides,4.1,Men,Flipkart,999,8412,1140,4790,1470,949,459,744,1
3399,"Women-11028 Sports Shoes, Running Shoes For Women,Cricket Shoes,Loafers,Sneakers,Casual Shoes,Comfortable For Women'S Loafers For Women  (Blue)",3.2,Women,Flipkart,998,53,4,19,7,6,7,14,1
4782,Sneakers For Men  (White),4.1,Men,Flipkart,999,2327,385,1229,526,271,113,188,1
17495,SFG-517 Flip Flops,4.2,Men,Flipkart,329,47319,5619,25618,11932,5218,1859,2692,1
10586,Women Grey Flats Sandal,4.1,Women,Flipkart,999,94,9,61,16,14,1,11,0
10653,Zipper Synthetic Leather Casual Partywear New Design Stylish Boots For Women And Girls Boots For Women  (Grey),4.1,Women,Flipkart,999,728,104,424,136,74,30,64,1
16097,Fila Men's Icon Sneakers,4.1,Men,Amazon,1954,53,25,11,6,10,9,64,1
16841,Women Pink Wedges Sandal,4.3,Women,Flipkart,1099,32,6,21,3,3,0,3,0
4995,Combo Pack of 4 Sports Shoes Walking Shoes For Men  (Multicolor),3.9,Men,Flipkart,1999,4449,529,0,0,0,0,0,1
642,ADI RIO ATTACK MEN Flip Flops,3.6,Men,Flipkart,893,5768,663,2747,329,699,752,1186,0
4535,Women Silver Bellies Sandal,4.1,Women,Flipkart,999,154,23,86,37,20,7,11,0
19798,Slides,3.3,Women,Flipkart,599,6,0,2,1,1,1,1,1
13801,Women Gold Wedges Sandal,3.8,Women,Flipkart,1690,73,9,27,28,6,5,8,1
17177,Flip Flops,3.8,Men,Flipkart,499,2912,325,1483,442,361,226,400,1
10682,Women Navy Wedges Sandal,4.2,Women,Flipkart,1699,23,8,13,5,3,0,2,0
20807,Jutis For Women  (Red),4,Women,Flipkart,499,1428,147,812,220,155,96,145,0
9953,Women Black Flats Sandal,3.9,Women,Flipkart,499,2479,369,1219,479,353,150,278,0
6830,Men Black Sandal,4.2,Men,Flipkart,429,885,104,516,191,92,28,58,1
6626,Women Maroon Wedges Sandal,3.9,Women,Flipkart,599,221,37,109,45,27,18,22,0
14393,Women's/Girls Trendy Fashionable Lightweight Comfortable shoe Sneakers For Women  (White),4.2,Women,Flipkart,999,2559,350,1412,658,273,86,130,1
11830,Downshifter 9 Running Shoes For Men  (Black),4.1,Men,Flipkart,3995,2871,344,1480,723,284,152,232,1
8703,Women Black Flats Sandal,3.9,Women,Flipkart,599,34,11,16,8,4,4,2,1
1541,Jutis For Men  (Tan),3.6,Men,Flipkart,999,39,6,19,6,2,3,9,0
15169,"Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's Pack of 2 Bellies For Women  (Multicolor)",3.3,Women,Flipkart,999,7,0,3,0,2,0,2,0
9246,Men Blue Sandal,3.8,Men,Flipkart,999,2434,274,1140,491,329,136,338,0
11356,Men Brown Casual Sandal,3.9,Men,Flipkart,999,10491,1479,4845,2363,1495,696,1092,1
17931,Women Navy Sports Sandal,4.3,Women,Flipkart,899,538,65,287,163,50,14,24,0
4071,Women Black Heels Sandal,4,Women,Flipkart,799,2795,380,1362,670,390,154,219,0
15967,JALSA Mojaris For Men  (Brown),,,Flipkart,1999,5,1,,1,1,1,,0
14434,Vega Ballet SL IDP Bellies For Women  (Black),3.9,Women,Flipkart,2999,1019,123,535,204,100,50,130,1
18395,Men Navy Sports Sandal,4.1,Men,Flipkart,799,19213,2500,10847,4032,1901,854,1579,1
12054,Flip Flops,4.5,Women,Flipkart,599,11,0,8,2,0,0,1,0
7978,Women Pink Flats Sandal,4,Women,Flipkart,999,116,16,49,37,17,5,8,0
3998,Women Black Wedges Sandal,4.1,Women,Flipkart,599,278,48,149,58,34,13,23,1
844,Camel Synergy Stemar MOC008 Camel Casual Shoes For Men  (Tan),3.8,Men,Flipkart,621,670,105,388,107,58,35,41,1
9917,RUNNING SHOES Running Shoes For Men  (Black),3.8,Men,Flipkart,999,656,57,357,82,68,55,94,0
789,"Trenzo Wn's II IDP Running Shoes For Women  (Pink, Blue)",4.3,Women,Flipkart,2959,518,64,334,139,61,33,25,1
